id,developerId,treatmentAssignment,status,priorExperience,estimatedTimeWithAI,estimatedTimeWithoutAI,createdAt,lastModified,initialImplementationTime,postReviewImplementationTime,estimatedTimeOtherTreatment,perceivedEffort,isPanelDeveloper
e4db0583-56c8-422f-9c09-e09790276931,54,AI-disallowed,complete,4.0,30.0,35.0,2025-08-29,2025-09-13,12.0,0.0,12.0,2.0,True
cfc8e09c-c52f-4a4e-ba6c-17adca728bbd,12,AI-allowed,complete,2.0,90.0,120.0,2025-08-30,2025-11-12,32.0,0.0,45.0,2.0,True
334dbe57-8881-4699-878c-ed5c52712feb,12,AI-disallowed,ditched,4.0,180.0,200.0,2025-08-30,2026-01-28,,,,,True
61038f53-ea15-48bf-8104-88b7299ba44b,12,AI-disallowed,complete,4.0,60.0,60.0,2025-08-30,2025-08-30,70.0,0.0,50.0,3.0,True
8bc7b42a-9001-42d5-ab1a-1c1202e7818a,12,AI-disallowed,complete,4.0,45.0,45.0,2025-08-30,2025-08-30,10.0,0.0,5.0,1.0,True
04c26b05-9ed7-4f9c-81b9-278f80b4b9f6,12,AI-disallowed,complete,2.0,60.0,90.0,2025-08-30,2025-11-12,191.0,0.0,90.0,4.0,True
dd7d5cdd-d047-4666-add7-dfb94e11a296,12,AI-disallowed,complete,4.0,20.0,30.0,2025-08-31,2025-09-26,13.0,0.0,10.0,1.0,True
b5c810c3-fc62-4a71-bdfa-8e3e43ee12b2,12,AI-disallowed,complete,4.0,20.0,40.0,2025-09-01,2026-01-03,75.0,0.0,25.0,1.0,True
9a430877-db88-4281-b908-277aa2dd71f9,12,AI-disallowed,incomplete,3.0,90.0,120.0,2025-09-01,2025-09-01,,,,,True
b2fb4f5f-b5d5-4cb8-91fd-ff559013aabc,12,AI-allowed,complete,2.0,480.0,600.0,2025-09-01,2025-09-13,176.0,102.0,400.0,3.0,True
7ce52d14-7133-4241-a6de-25efe09cec79,12,AI-disallowed,incomplete,3.0,240.0,300.0,2025-09-01,2025-09-01,,,,,True
e93ec3b5-b8c6-4e8b-95bf-91fe4fe677cd,12,AI-disallowed,incomplete,3.0,540.0,600.0,2025-09-01,2025-09-01,,,,,True
50b908f8-a220-405a-8d9c-b67bb76b0d9c,15,AI-allowed,complete,1.0,480.0,600.0,2025-09-02,2025-09-05,526.0,70.0,700.0,4.0,True
8fb05b96-a84c-4b4d-9a97-0b9758b4e13b,26,AI-allowed,complete,4.0,120.0,150.0,2025-09-03,2025-11-21,285.0,127.0,320.0,2.0,True
1a6bc05b-fa27-468c-87c1-32d1b73e01ea,26,AI-allowed,complete,3.0,5.0,5.0,2025-09-03,2025-09-06,23.0,0.0,35.0,1.0,True
8754c1bf-b377-4530-b15f-ffc213544d31,26,AI-allowed,complete,3.0,5.0,5.0,2025-09-03,2025-09-06,10.0,0.0,35.0,1.0,True
d9cca6a7-ac94-4625-a223-7f40134d8418,15,AI-allowed,complete,3.0,30.0,40.0,2025-09-06,2025-09-08,38.0,0.0,60.0,1.0,True
1cfae3d1-87b5-4217-9c6f-d8c7d3bbfb8b,15,AI-allowed,complete,3.0,40.0,50.0,2025-09-06,2025-09-08,128.0,5.0,145.0,3.0,True
75faf35e-bcbc-4537-844f-0996351d15a8,12,AI-disallowed,complete,5.0,90.0,180.0,2025-09-06,2026-01-02,851.0,0.0,180.0,3.0,True
a1e387d8-de28-459e-9550-6631a5090bd2,26,AI-disallowed,complete,1.0,120.0,180.0,2025-09-06,2025-09-09,185.0,133.0,230.0,2.0,True
f4a6f27e-e70e-4bf1-b054-8b7bf42ff3d4,26,AI-disallowed,complete,1.0,140.0,190.0,2025-09-07,2025-09-17,194.0,113.0,250.0,3.0,True
44411f9e-9e12-4783-9862-0e653c7e6af4,26,AI-disallowed,complete,3.0,180.0,220.0,2025-09-10,2025-09-22,109.0,13.0,95.0,2.0,True
a749364e-12e2-46df-b121-ccfdb33ed13f,3,AI-allowed,incomplete,1.0,240.0,300.0,2025-09-11,2025-09-12,310.0,,330.0,3.0,True
c60f6308-440d-4915-878a-01090b1043c4,3,AI-allowed,incomplete,4.0,150.0,200.0,2025-09-12,2025-09-12,,,,,True
ea1fd721-0e74-4462-9657-5b788f2512e8,54,AI-allowed,complete,5.0,20.0,20.0,2025-09-13,2025-09-19,17.0,5.0,22.0,1.0,True
714d3eb6-e676-4b6c-9f72-6c9dbd4962ac,38,AI-disallowed,incomplete,3.0,100.0,100.0,2025-09-16,2025-09-16,44.0,,42.0,3.0,True
5419703c-7922-470e-be31-0929f6f198e6,26,AI-disallowed,complete,2.0,200.0,250.0,2025-09-16,2025-09-29,46.0,27.0,60.0,1.0,True
654a890e-fd61-4722-b456-bc136eb5b6fc,26,AI-disallowed,complete,3.0,80.0,120.0,2025-09-17,2025-09-18,16.0,0.0,8.0,1.0,True
65ef1ad0-423a-40c8-b68b-5135b74c4650,26,AI-allowed,complete,3.0,80.0,120.0,2025-09-17,2025-09-17,21.0,0.0,15.0,2.0,True
3ad93498-ce92-4af0-ba8b-1c3e2d7e0f55,26,AI-disallowed,complete,2.0,150.0,180.0,2025-09-18,2025-09-22,54.0,0.0,70.0,1.0,True
1e3306dc-5a66-4635-b9d5-01f4ef80505b,26,AI-allowed,complete,2.0,150.0,180.0,2025-09-18,2025-09-23,148.0,30.0,210.0,2.0,True
82b20596-c307-4478-946d-90849817be8f,26,AI-allowed,complete,2.0,150.0,180.0,2025-09-18,2025-11-21,109.0,0.0,80.0,1.0,True
208a849c-cdcb-4ad9-8062-1c80ab0e93e9,26,AI-disallowed,complete,2.0,150.0,180.0,2025-09-18,2025-09-30,56.0,32.0,70.0,1.0,True
b9928a97-47a5-4c74-9f1e-f038065971d8,26,AI-allowed,ditched,2.0,360.0,420.0,2025-09-19,2025-09-20,,,,,True
61e2870b-cdd3-455c-bc0f-41675b854aa9,26,AI-disallowed,complete,1.0,200.0,240.0,2025-09-19,2025-09-22,193.0,30.0,180.0,3.0,True
3557a487-41e1-43aa-8e85-3ee3f0362395,26,AI-disallowed,complete,2.0,200.0,240.0,2025-09-20,2025-09-26,57.0,17.0,60.0,1.0,True
f28f5b10-6dbd-4e0f-9438-e86b3365989d,54,AI-allowed,incomplete,2.0,240.0,270.0,2025-09-20,2025-09-22,,,,,True
185cf91c-3da7-4458-ae54-55c7991cda2f,54,AI-disallowed,incomplete,4.0,120.0,125.0,2025-09-20,2025-09-21,115.0,,,4.0,True
a80e6178-bb95-4ddc-bd4e-6ca4a6b12f92,35,AI-allowed,complete,4.0,20.0,20.0,2025-09-21,2025-09-22,9.0,2.0,2.0,1.0,True
14ec5def-dcd3-4b53-af64-27664e0a7a68,26,AI-allowed,complete,2.0,200.0,240.0,2025-09-21,2025-09-30,60.0,6.0,80.0,1.0,True
f1dcceca-c37c-4bf4-b77a-91b93975fb33,26,AI-allowed,complete,2.0,200.0,240.0,2025-09-21,2025-10-04,33.0,11.0,50.0,1.0,True
c4478c41-cc20-4c67-807a-c0e7a9a3823b,26,AI-disallowed,complete,1.0,200.0,240.0,2025-09-21,2025-10-04,125.0,18.0,150.0,2.0,True
b6d80027-3ca5-4117-94fd-0259c9a93c65,26,AI-allowed,incomplete,1.0,200.0,240.0,2025-09-21,2025-09-21,,,,,True
4ff92083-61f5-4776-a61b-54acd84fc124,54,AI-allowed,complete,4.0,40.0,42.0,2025-09-22,2025-10-02,9.0,0.0,9.0,1.0,True
bd6fa0c1-2a75-42ef-a86f-5387d42e0d60,54,AI-allowed,incomplete,4.0,60.0,62.0,2025-09-22,2025-09-22,,,,,True
d83a84fa-9a97-43ff-8015-c5818ab23e65,26,AI-allowed,complete,4.0,45.0,50.0,2025-09-22,2025-09-26,73.0,43.0,110.0,2.0,True
baca42eb-adae-4c59-a18f-c8d9a960776b,26,AI-disallowed,complete,4.0,45.0,50.0,2025-09-22,2025-09-24,23.0,0.0,15.0,1.0,True
22976b63-e990-47b8-9a26-529a57bfd5be,47,AI-disallowed,incomplete,3.0,800.0,800.0,2025-09-22,2025-10-09,,,,,True
6ff0657b-e77d-49b9-94ff-383e07d147e4,35,AI-disallowed,complete,4.0,110.0,120.0,2025-09-22,2025-10-20,105.0,0.0,0.0,3.0,True
07fd7050-798e-4b2b-8fc5-e38a1fef5ada,6,AI-allowed,complete,4.0,30.0,30.0,2025-09-22,2025-09-27,23.0,0.0,23.0,2.0,True
7e3f26b5-1a30-4ce0-ac82-28edd8b656af,12,AI-disallowed,complete,3.0,10.0,15.0,2025-09-22,2025-09-24,13.0,0.0,8.0,1.0,True
49078492-c16c-4431-ad69-341a2fc442a0,6,AI-disallowed,complete,5.0,15.0,15.0,2025-09-23,2025-09-27,6.0,0.0,6.0,1.0,True
4625c604-f7ad-4be5-8f14-ddbc310b7d5f,35,AI-disallowed,complete,4.0,25.0,30.0,2025-09-25,2025-09-27,74.0,0.0,0.0,3.0,True
3aa431b8-5c2c-4853-b031-75b7c9e1fb7b,26,AI-disallowed,complete,1.0,150.0,180.0,2025-09-28,2025-09-28,145.0,22.0,150.0,2.0,True
992117c4-d34c-499b-8dc4-cb2761a7f909,15,AI-allowed,complete,3.0,360.0,480.0,2025-09-29,2025-10-06,500.0,90.0,450.0,3.0,True
e3cf7d18-575d-4741-b44b-0a0bc7396d30,38,AI-disallowed,incomplete,3.0,180.0,180.0,2025-09-30,2025-10-07,250.0,30.0,,3.0,True
c5add27e-c777-4072-944e-e95546ce6cd6,26,AI-disallowed,ditched,1.0,420.0,360.0,2025-09-30,2025-09-30,,,,,True
a9f84ac7-4854-456c-bbb8-33a2b7d203a6,26,AI-disallowed,complete,1.0,180.0,150.0,2025-10-01,2025-11-21,254.0,67.0,300.0,2.0,True
a6bd0a29-5d78-48d6-aea8-c1bf6e157695,35,AI-disallowed,ditched,5.0,15.0,15.0,2025-10-01,2025-10-20,11.0,1.0,1.0,1.0,True
77a7a21a-7bd7-4c29-aec0-65b445d21cf0,35,AI-disallowed,complete,5.0,15.0,15.0,2025-10-01,2025-11-27,21.0,3.0,24.0,1.0,True
dd4655b2-aac8-4d34-8c4e-9c0d664343d7,35,AI-allowed,complete,4.0,20.0,20.0,2025-10-01,2025-11-22,34.0,62.0,96.0,3.0,True
9868b0af-a295-4d94-a711-9b1f8a324af4,54,AI-disallowed,incomplete,4.0,120.0,130.0,2025-10-02,2025-10-16,155.0,30.0,,3.0,True
eeb10009-2ae1-4d94-ac77-7b06998a90a5,26,AI-allowed,complete,1.0,120.0,150.0,2025-10-02,2025-10-04,32.0,0.0,50.0,1.0,True
731fa361-15b9-44fa-9b00-07a5c3a53988,26,AI-allowed,incomplete,1.0,270.0,300.0,2025-10-02,2025-10-02,,,,,True
7422a7f4-352d-41a8-9e5b-dd089d0ec8e6,35,AI-allowed,complete,4.0,60.0,60.0,2025-10-02,2025-11-22,31.0,20.0,51.0,3.0,True
63d0f69a-6e5c-49a9-8595-6c5878cc834a,54,AI-allowed,complete,4.0,60.0,65.0,2025-10-03,2025-10-06,53.0,0.0,53.0,4.0,True
a4296ab7-9fa3-4f96-a0a6-c52dfc5e5e52,15,AI-disallowed,complete,4.0,60.0,80.0,2025-10-03,2025-10-06,54.0,0.0,50.0,2.0,True
60c936df-1ae4-4189-acda-3983968e782d,47,AI-disallowed,complete,3.0,200.0,200.0,2025-10-06,2025-10-17,260.0,65.0,350.0,2.0,True
7ec6e486-dc76-427a-8452-20570b516fd2,54,AI-allowed,complete,2.0,80.0,90.0,2025-10-06,2025-10-19,37.0,12.0,49.0,2.0,True
c131d33b-796a-4b56-8f50-984ce649ad3f,38,AI-disallowed,incomplete,4.0,120.0,180.0,2025-10-08,2025-10-08,,,,,True
cd232ad3-61ce-4a2a-83f2-afe6bf00619a,15,AI-allowed,complete,4.0,180.0,300.0,2025-10-08,2025-10-13,336.0,30.0,500.0,3.0,True
54a709b0-9683-4f2c-8c7d-19197a30411f,47,AI-disallowed,complete,5.0,140.0,140.0,2025-10-09,2025-10-28,190.0,520.0,800.0,3.0,True
df56872d-85a7-4f63-8db8-107cddd65cb2,12,AI-allowed,complete,4.0,20.0,40.0,2025-10-13,2025-10-16,21.0,5.0,45.0,2.0,True
4ecbaea9-9917-4b96-a0a2-ee25582e1f48,15,AI-allowed,complete,4.0,60.0,90.0,2025-10-13,2025-10-13,62.0,20.0,80.0,3.0,True
9fb55b1a-c8ec-497a-8f15-5ca3727f4a21,54,AI-disallowed,incomplete,4.0,80.0,100.0,2025-10-13,2025-10-14,,,,,True
093c1de7-b358-4317-87d5-2f839cfbebb3,15,AI-disallowed,complete,4.0,20.0,30.0,2025-10-14,2025-10-14,8.0,0.0,8.0,1.0,True
4c86ddda-6a39-4b97-8117-852da6ed224f,15,AI-disallowed,complete,3.0,40.0,60.0,2025-10-14,2025-10-15,88.0,25.0,20.0,4.0,True
a777e5c7-1858-425c-b543-ff8eb476a1ee,26,AI-disallowed,complete,4.0,360.0,330.0,2025-10-22,2025-11-21,120.0,0.0,180.0,1.0,True
a8d6b243-f554-46e0-b7d4-98e9495703cc,26,AI-allowed,complete,4.0,360.0,330.0,2025-10-22,2025-11-21,147.0,39.0,160.0,1.0,True
62ebf72e-e21e-4f79-9b98-5480364522cd,26,AI-allowed,complete,4.0,360.0,330.0,2025-10-22,2025-11-21,234.0,53.0,200.0,1.0,True
a4fa0352-8bec-424e-8efa-980dbabd717d,26,AI-allowed,complete,1.0,180.0,240.0,2025-10-30,2025-11-12,96.0,0.0,120.0,1.0,True
a1388aec-af22-4b7b-ba3d-c17026a01e8b,26,AI-disallowed,complete,1.0,120.0,150.0,2025-11-01,2025-11-12,271.0,0.0,250.0,2.0,True
ff8b1b05-2e0a-4459-a22d-66b57ec56e32,37,AI-allowed,complete,5.0,20.0,30.0,2025-11-03,2025-11-09,60.0,0.0,58.0,4.0,True
f2420e22-d669-403d-bae4-1bc8945a87a9,15,AI-disallowed,complete,3.0,300.0,400.0,2025-11-04,2025-11-06,287.0,32.0,250.0,4.0,True
646c830e-5ed5-4ddd-ac8e-08fb51e4b853,37,AI-disallowed,incomplete,1.0,230.0,240.0,2025-11-09,2025-11-11,220.0,30.0,245.0,3.0,True
3d187a1f-3519-4b13-a731-f8ae04930167,26,AI-disallowed,complete,1.0,280.0,250.0,2025-11-12,2025-12-08,496.0,109.0,540.0,4.0,True
cfe5f492-9081-4b79-9cfb-5605d5f3f7fb,26,AI-allowed,incomplete,4.0,280.0,250.0,2025-11-12,2025-11-15,456.0,,,3.0,True
aaeddd63-e130-4415-862c-b9037707535d,15,AI-disallowed,complete,4.0,30.0,60.0,2025-11-13,2025-12-01,118.0,5.0,100.0,4.0,True
83c5752d-147d-4db1-9898-4b7644b1289d,35,AI-disallowed,incomplete,4.0,40.0,40.0,2025-11-22,2025-11-27,33.0,,,,True
da3d837e-42fb-484c-b004-f56f7c1bd4e6,26,AI-disallowed,complete,1.0,150.0,180.0,2025-11-23,2025-12-04,26.0,0.0,34.0,1.0,True
fc7490de-79ab-4dfc-a57d-698e52890394,26,AI-allowed,complete,1.0,150.0,180.0,2025-11-23,2025-12-04,34.0,0.0,26.0,1.0,True
5da8be6c-1c9c-44d4-a8c1-20ecc9f039bf,15,AI-disallowed,complete,5.0,30.0,40.0,2025-11-24,2025-11-25,70.0,12.0,45.0,2.0,True
c7f1a98e-757b-4941-824b-5bbf945c54e5,47,AI-disallowed,incomplete,4.0,160.0,150.0,2025-11-25,2025-11-25,,,,,True
6b621437-a319-43ec-b9c4-9af73abe1e5d,35,AI-disallowed,complete,1.0,40.0,60.0,2025-11-27,2025-12-11,74.0,16.0,80.0,4.0,True
197ca7b6-00ab-4ad5-87a6-884046827192,26,AI-disallowed,complete,1.0,360.0,380.0,2025-12-01,2026-01-10,255.0,54.0,280.0,3.0,True
e16ac85d-7200-48a6-8594-f6edb483436e,26,AI-allowed,complete,1.0,240.0,280.0,2025-12-01,2025-12-06,83.0,50.0,160.0,1.0,True
2ae46a5f-0792-41e5-9c14-e27cf8e85d19,15,AI-disallowed,complete,1.0,240.0,300.0,2025-12-02,2025-12-02,204.0,0.0,159.0,3.0,True
f8c2a62a-e55d-4f69-97c7-137110d8b9b9,12,AI-disallowed,incomplete,3.0,30.0,60.0,2025-12-06,2025-12-06,,,,,True
ef13acf6-3dd7-49cd-9d95-2b73a2f79377,12,AI-allowed,complete,3.0,20.0,40.0,2025-12-06,2025-12-26,25.0,11.0,45.0,3.0,True
1f138477-2748-4936-bdfe-166ad7f1fe8d,26,AI-disallowed,complete,1.0,90.0,100.0,2025-12-06,2025-12-13,56.0,38.0,70.0,1.0,True
8bc470b1-91f7-49a5-85f5-653df287c203,26,AI-allowed,complete,1.0,55.0,60.0,2025-12-06,2025-12-13,41.0,33.0,90.0,1.0,True
6b3d0eea-4a8d-4eb1-86f6-406c77eefb5c,26,AI-disallowed,complete,1.0,60.0,50.0,2025-12-06,2025-12-21,50.0,31.0,55.0,1.0,True
885c4512-f0d9-49f7-b6b8-82827cda2dc5,26,AI-disallowed,incomplete,1.0,180.0,210.0,2025-12-06,2025-12-20,372.0,,,3.0,True
ed48eb9d-d3c0-4fb6-9e6c-8d63c479f59e,26,AI-allowed,complete,1.0,180.0,210.0,2025-12-06,2025-12-21,147.0,46.0,230.0,1.0,True
2c3e00a4-415d-4b7d-be53-e34b0b5413c5,26,AI-disallowed,complete,1.0,180.0,210.0,2025-12-06,2025-12-22,335.0,228.0,480.0,3.0,True
eb1fbd92-95bb-4274-9a85-5ac728c91623,26,AI-disallowed,complete,1.0,90.0,120.0,2025-12-09,2025-12-13,54.0,0.0,30.0,1.0,True
b68cad3e-de1a-49a2-a52e-087e6a412e69,35,AI-allowed,complete,4.0,30.0,30.0,2025-12-11,2025-12-19,79.0,20.0,99.0,3.0,True
857ec5c1-87f5-401f-9160-3b1d38317fe7,12,AI-allowed,complete,4.0,30.0,60.0,2025-12-13,2025-12-26,20.0,0.0,40.0,2.0,True
ef896c84-0307-47b9-b35a-2daa345db91e,12,AI-allowed,complete,4.0,30.0,60.0,2025-12-13,2025-12-26,35.0,0.0,50.0,2.0,True
ba4e463f-1249-49a4-bb29-f8da72c72ceb,12,AI-disallowed,complete,3.0,60.0,90.0,2025-12-14,2026-01-04,85.0,0.0,45.0,3.0,True
991e18f6-5fcd-445c-b952-02f3595e27f6,12,AI-allowed,complete,4.0,40.0,60.0,2025-12-14,2026-01-02,70.0,25.0,80.0,3.0,True
70eef579-a739-47bd-995b-729e36d677a8,26,AI-disallowed,complete,2.0,60.0,50.0,2025-12-14,2025-12-21,164.0,81.0,180.0,1.0,True
afa1c303-4acc-496b-bd0f-5ed14ae36f0d,26,AI-disallowed,complete,2.0,60.0,50.0,2025-12-14,2025-12-29,103.0,103.0,180.0,3.0,True
197de4ba-91f1-41d3-8fc0-3ffb9f7128d1,26,AI-disallowed,incomplete,1.0,420.0,480.0,2025-12-17,2026-01-17,1020.0,,,5.0,True
cfce66d5-288c-4079-8204-37929576d14d,35,AI-allowed,complete,3.0,30.0,40.0,2025-12-18,2026-01-07,26.0,0.0,26.0,3.0,True
c72be448-ec78-4e99-8abe-361f12a55969,35,AI-allowed,complete,4.0,40.0,40.0,2025-12-19,2025-12-23,65.0,7.0,92.0,3.0,True
869429f3-d81a-4d40-bd88-99badeb92098,35,AI-allowed,complete,4.0,20.0,30.0,2025-12-19,2025-12-27,38.0,0.0,48.0,3.0,True
c4bc150d-2e9a-4584-b897-4e61df7d15da,35,AI-allowed,incomplete,3.0,240.0,260.0,2025-12-19,2025-12-19,,,,,True
917ab6bf-c014-49ee-a5a2-5297aaee55f4,26,AI-allowed,complete,3.0,120.0,180.0,2025-12-22,2026-01-10,85.0,25.0,90.0,1.0,True
8542d382-18e3-4bf6-85a4-48a6b32b0338,15,AI-allowed,complete,5.0,15.0,20.0,2025-12-24,2025-12-29,13.0,0.0,20.0,1.0,True
012082a7-1031-4bd5-9462-bd66d4207fe7,26,AI-disallowed,complete,1.0,30.0,60.0,2025-12-25,2025-12-29,83.0,0.0,90.0,1.0,True
7f754d20-d49c-4e61-a54e-c848ad5682bc,26,AI-allowed,complete,4.0,120.0,180.0,2025-12-29,2026-01-10,66.0,0.0,60.0,1.0,True
a7c9c96e-d242-4d24-9be4-7f5626b5a5c3,26,AI-disallowed,complete,3.0,70.0,80.0,2025-12-29,2026-01-10,74.0,0.0,60.0,1.0,True
8f7700a0-d118-4402-ac18-2a8992f360d5,26,AI-allowed,complete,3.0,70.0,80.0,2025-12-29,2025-12-30,41.0,0.0,70.0,1.0,True
87f85fa3-aa41-49dd-874c-8294936d7360,15,AI-allowed,complete,4.0,45.0,60.0,2025-12-29,2025-12-31,95.0,0.0,180.0,2.0,True
6a7462d4-ab06-4e59-ad57-9be406108800,15,AI-disallowed,complete,3.0,140.0,165.0,2025-12-29,2026-01-02,387.0,0.0,263.0,4.0,True
56749e9a-33e2-4fe4-a2a4-1ff32afd305d,26,AI-allowed,incomplete,1.0,180.0,240.0,2025-12-30,2025-12-30,94.0,,,3.0,True
678f29a6-da94-4403-b87b-c7bd78872943,26,AI-disallowed,complete,3.0,80.0,120.0,2025-12-30,2026-01-10,53.0,0.0,50.0,1.0,True
0c95dc3b-2767-4345-b576-772612b8382e,12,AI-allowed,complete,3.0,30.0,60.0,2025-12-31,2026-01-01,34.0,0.0,60.0,2.0,True
6856ca7e-6797-4b44-a055-843ca5ba51a8,26,AI-allowed,complete,1.0,40.0,60.0,2026-01-01,2026-01-02,95.0,26.0,150.0,1.0,True
2a3e9fbf-6dc2-4950-82d2-5b92b89bc8df,12,AI-disallowed,complete,3.0,240.0,420.0,2026-01-01,2026-01-28,347.0,0.0,200.0,3.0,True
ab0a61da-0537-4e68-b6b9-f2fb79acdca6,12,AI-disallowed,incomplete,1.0,120.0,180.0,2026-01-02,2026-01-02,,,,,True
fe219ae7-7e5e-49f8-9c2b-61bdb75d0527,26,AI-allowed,complete,5.0,120.0,150.0,2026-01-02,2026-01-10,25.0,0.0,60.0,1.0,True
88a0ec80-4846-4e59-814b-847798fcd5ba,26,AI-disallowed,complete,5.0,120.0,150.0,2026-01-02,2026-01-10,49.0,0.0,60.0,1.0,True
2775dacb-c962-4232-a1cd-2729acc3703d,26,AI-allowed,complete,5.0,120.0,150.0,2026-01-02,2026-01-10,14.0,0.0,30.0,1.0,True
1fd5a3c7-07f7-4096-bf4a-eaee87a98025,26,AI-allowed,complete,1.0,210.0,240.0,2026-01-02,2026-01-12,376.0,207.0,300.0,4.0,True
fe8c9193-1daf-4bc3-af41-ffdab4b5a7d6,26,AI-allowed,complete,1.0,120.0,150.0,2026-01-02,2026-01-04,37.0,15.0,60.0,1.0,True
3a23eb9c-2249-42fb-b300-e40f9e524830,26,AI-disallowed,complete,1.0,120.0,150.0,2026-01-02,2026-01-04,57.0,0.0,50.0,1.0,True
d1728dbb-995b-4ae6-9a1c-e4ccf9e473a2,15,AI-disallowed,complete,5.0,15.0,25.0,2026-01-02,2026-01-02,12.0,0.0,9.0,1.0,True
f044ae21-2747-4f40-83e0-34a1b88bac93,15,AI-allowed,complete,5.0,25.0,35.0,2026-01-02,2026-01-04,115.0,0.0,120.0,2.0,True
0b334939-dbcd-45e7-82fb-769290349ab8,15,AI-disallowed,complete,4.0,55.0,60.0,2026-01-05,2026-01-06,59.0,0.0,59.0,2.0,True
ac0293cb-6fe0-4edb-86f5-631bede39c6b,15,AI-allowed,complete,4.0,30.0,60.0,2026-01-05,2026-01-06,36.0,10.0,45.0,1.0,True
7079f8ee-9243-404b-99c1-1a4072bfd9fb,15,AI-disallowed,complete,4.0,180.0,200.0,2026-01-06,2026-01-09,333.0,7.0,273.0,3.0,True
6fcc5663-489e-4fac-b6e5-3878ee84f951,35,AI-allowed,complete,3.0,30.0,30.0,2026-01-07,2026-01-12,12.0,0.0,12.0,3.0,True
fb953318-45a6-41cb-b49b-9a23e35b178a,26,AI-disallowed,incomplete,4.0,40.0,50.0,2026-01-10,2026-01-10,47.0,,40.0,1.0,True
466241e6-f31f-4e6f-a357-2ac507c311a4,26,AI-disallowed,incomplete,4.0,50.0,60.0,2026-01-10,2026-01-10,,,,,True
d7234e52-33d9-48d2-acbd-1624c6091dbf,26,AI-allowed,complete,1.0,120.0,150.0,2026-01-10,2026-01-11,124.0,0.0,90.0,1.0,True
1f38095f-7179-4290-9a8a-a6d9c534a3c7,26,AI-disallowed,incomplete,3.0,60.0,90.0,2026-01-11,2026-01-11,84.0,,,,True
cb837326-3e9e-46d2-a258-0c9e660c6284,26,AI-disallowed,incomplete,4.0,90.0,60.0,2026-01-11,2026-01-11,116.0,,,1.0,True
c2bb01ec-77c3-40d4-a72a-8ec5f3470b82,15,AI-disallowed,complete,4.0,60.0,180.0,2026-01-11,2026-01-13,126.0,0.0,80.0,2.0,True
80024051-c5ff-46db-9c29-5d08e49939b6,35,AI-allowed,complete,4.0,20.0,25.0,2026-01-12,2026-01-14,20.0,0.0,30.0,3.0,True
